product_id,seller_id,category_id,product_name,brand,listed_date,original_price,current_price,cost_price,stock_qty,product_status
P0015423,S03106,CAT010,Somethinc Skincare Item 15423,Somethinc,2025-09-08,97000,70000,53000,865,active
P0015424,S02674,CAT029,Faber Castell Books Item 15424,Faber Castell,2023-03-02,176000,150000,110000,68,active
P0015425,S00991,CAT022,Ultra Beverages Item 15425,Ultra,2025-05-06,25000,19000,14000,1006,active
P0015426,S01755,CAT010,Emina Skincare Item 15426,Emina,2023-08-11,54000,46000,34000,917,active
P0015427,S00320,CAT023,Indomie Household Supplies Item 15427,Indomie,2023-03-06,20000,15000,8000,1310,active
P0015428,S03357,CAT026,Specs Outdoor Item 15428,Specs,2023-10-25,753000,645000,474000,1837,active
P0015429,S03246,CAT012,Somethinc Fragrance Item 15429,Somethinc,2025-10-03,901000,662000,502000,1566,active
P0015430,S03330,CAT030,No Brand Office Supplies Item 15430,No Brand,2023-07-30,16000,14000,7000,315,active
P0015431,S03330,CAT022,Kapal Api Beverages Item 15431,Kapal Api,2026-01-13,153000,153000,102000,2423,active
P0015432,S00927,CAT027,Bosch Motorcycle Accessories Item 15432,Bosch,2024-03-22,2880000,2456000,1527000,2068,active
P0015433,S00948,CAT022,Wings Beverages Item 15433,Wings,2024-08-21,29000,28000,23000,1592,active
P0015434,S01037,CAT010,Azarine Skincare Item 15434,Azarine,2025-12-27,247000,190000,117000,2056,active
P0015435,S02610,CAT013,Emina Hair Care Item 15435,Emina,2024-08-07,494000,359000,207000,700,active
P0015436,S02621,CAT021,Indomie Snacks Item 15436,Indomie,2022-08-21,43000,35000,18000,779,active
P0015437,S00520,CAT010,Azarine Skincare Item 15437,Azarine,2025-01-19,280000,255000,164000,966,active
P0015438,S02870,CAT024,Wings Fresh Food Item 15438,Wings,2024-05-02,21000,16000,11000,2239,active
P0015439,S02960,CAT023,Unilever Household Supplies Item 15439,Unilever,2022-04-12,59000,45000,26000,663,active
P0015440,S02137,CAT022,Ultra Beverages Item 15440,Ultra,2022-04-13,91000,76000,53000,2168,active
P0015441,S00436,CAT002,Anker Gadget Accessories Item 15441,Anker,2026-01-27,23000,21000,15000,1462,delisted
P0015442,S00392,CAT003,Anker Home Appliances Item 15442,Anker,2022-01-08,3228000,2923000,2240000,364,active
P0015443,S01778,CAT001,Asus Smartphones Item 15443,Asus,2024-03-03,5287000,4510000,3747000,1832,active
P0015444,S01545,CAT024,Sosro Fresh Food Item 15444,Sosro,2022-06-24,28000,25000,13000,1237,active
P0015445,S03775,CAT010,Maybelline Skincare Item 15445,Maybelline,2024-02-02,47000,42000,28000,396,active
P0015446,S02222,CAT012,Avoskin Fragrance Item 15446,Avoskin,2025-06-23,1150000,904000,657000,1914,active
P0015447,S00921,CAT002,Anker Gadget Accessories Item 15447,Anker,2024-12-18,638000,556000,376000,572,active
P0015448,S00566,CAT021,Ultra Snacks Item 15448,Ultra,2026-04-19,12000,12000,6000,609,active
P0015449,S03130,CAT005,CottonInk Women Fashion Item 15449,CottonInk,2026-01-28,159000,128000,90000,1976,active
P0015450,S02900,CAT009,This Is April Muslim Fashion Item 15450,This Is April,2025-09-30,942000,704000,400000,68,active
P0015451,S02533,CAT032,Lego Gaming Accessories Item 15451,Lego,2022-01-08,725000,521000,389000,474,active
P0015452,S01163,CAT011,Somethinc Makeup Item 15452,Somethinc,2022-06-13,48000,40000,21000,884,active
P0015453,S02586,CAT013,Avoskin Hair Care Item 15453,Avoskin,2024-07-31,100000,77000,58000,2417,active
P0015454,S00332,CAT021,Wings Snacks Item 15454,Wings,2022-01-14,102000,83000,64000,533,active
P0015455,S00439,CAT006,Berrybenka Men Fashion Item 15455,Berrybenka,2022-12-17,486000,446000,373000,424,active
P0015456,S02443,CAT010,Scarlett Skincare Item 15456,Scarlett,2025-05-02,124000,103000,59000,2065,active
P0015457,S01352,CAT023,Sari Roti Household Supplies Item 15457,Sari Roti,2023-04-04,87000,64000,33000,1718,active
P0015458,S03925,CAT026,Decathlon Outdoor Item 15458,Decathlon,2023-02-25,1864000,1695000,1290000,878,active
P0015459,S00896,CAT001,Logitech Smartphones Item 15459,Logitech,2024-09-05,11009000,8466000,4804000,1143,active
P0015460,S03549,CAT024,Wings Fresh Food Item 15460,Wings,2024-11-18,54000,44000,30000,2325,active
P0015461,S01393,CAT029,Joyko Books Item 15461,Joyko,2023-02-18,225000,163000,87000,1238,active
P0015462,S00782,CAT004,Xiaomi Computers & Laptops Item 15462,Xiaomi,2025-03-21,6581000,5178000,3018000,1496,active
P0015463,S00612,CAT009,This Is April Muslim Fashion Item 15463,This Is April,2022-12-29,668000,593000,394000,485,active
P0015464,S01080,CAT002,Xiaomi Gadget Accessories Item 15464,Xiaomi,2023-08-16,43000,37000,20000,1008,active
P0015465,S02825,CAT024,Kapal Api Fresh Food Item 15465,Kapal Api,2026-04-08,234000,196000,127000,40,inactive
P0015466,S00996,CAT007,LocalMode Shoes Item 15466,LocalMode,2023-02-25,153000,120000,80000,670,active
P0015467,S01443,CAT017,Oxone Cleaning Tools Item 15467,Oxone,2022-06-12,48000,43000,26000,1975,inactive
P0015468,S01152,CAT002,Anker Gadget Accessories Item 15468,Anker,2022-05-31,19000,16000,9000,682,active
P0015469,S03041,CAT030,No Brand Office Supplies Item 15469,No Brand,2022-12-02,13000,10000,6000,1040,active
P0015470,S02681,CAT022,Ultra Beverages Item 15470,Ultra,2025-10-09,13000,10000,6000,2424,inactive
P0015471,S00424,CAT026,Eiger Outdoor Item 15471,Eiger,2024-06-27,4136000,3721000,2390000,2028,active
P0015472,S02727,CAT025,Eiger Fitness Item 15472,Eiger,2024-08-06,336000,271000,196000,1685,active
P0015473,S03623,CAT016,Dekoruma Home Decor Item 15473,Dekoruma,2022-09-10,240000,175000,125000,1019,active
P0015474,S02842,CAT031,Rexus Toys Item 15474,Rexus,2024-09-14,35000,35000,19000,2260,active
P0015475,S01770,CAT004,Acer Computers & Laptops Item 15475,Acer,2023-02-27,14009000,13496000,10691000,591,active
P0015476,S00920,CAT025,Nike Fitness Item 15476,Nike,2024-08-13,321000,273000,162000,915,active
P0015477,S02284,CAT010,Emina Skincare Item 15477,Emina,2023-10-10,646000,579000,443000,2005,inactive
P0015478,S01057,CAT015,IKEA Furniture Item 15478,IKEA,2023-05-10,5063000,4853000,3918000,1180,active
P0015479,S01449,CAT005,LocalMode Women Fashion Item 15479,LocalMode,2023-07-24,72000,64000,34000,2022,active
P0015480,S02456,CAT013,Avoskin Hair Care Item 15480,Avoskin,2024-07-07,26000,23000,19000,1746,active
P0015481,S01414,CAT031,Hot Wheels Toys Item 15481,Hot Wheels,2022-12-19,1124000,1024000,717000,639,active
P0015482,S02789,CAT022,Indomie Beverages Item 15482,Indomie,2024-10-26,109000,91000,61000,1776,active
P0015483,S03701,CAT020,Cussons Baby Food Item 15483,Cussons,2023-12-11,127000,115000,80000,371,active
P0015484,S03235,CAT029,Faber Castell Books Item 15484,Faber Castell,2022-07-21,105000,97000,67000,1086,active
P0015485,S02187,CAT023,Sari Roti Household Supplies Item 15485,Sari Roti,2025-06-28,33000,27000,20000,2468,active
P0015486,S03836,CAT006,Berrybenka Men Fashion Item 15486,Berrybenka,2023-05-10,73000,61000,37000,1154,active
P0015487,S00980,CAT011,Azarine Makeup Item 15487,Azarine,2024-12-08,54000,42000,27000,1132,active
P0015488,S02549,CAT006,Erigo Men Fashion Item 15488,Erigo,2022-09-23,175000,140000,78000,1920,active
P0015489,S01717,CAT002,Vivo Gadget Accessories Item 15489,Vivo,2025-09-06,142000,108000,90000,2303,active
P0015490,S02678,CAT021,Sosro Snacks Item 15490,Sosro,2022-06-15,65000,64000,47000,718,active
P0015491,S03556,CAT010,Skintific Skincare Item 15491,Skintific,2022-10-04,178000,173000,140000,1915,active
P0015492,S01447,CAT031,Bandai Toys Item 15492,Bandai,2024-06-13,66000,53000,27000,2326,active
P0015493,S01740,CAT016,IKEA Home Decor Item 15493,IKEA,2025-11-05,70000,54000,35000,2347,active
P0015494,S03609,CAT023,Indomie Household Supplies Item 15494,Indomie,2024-03-07,274000,210000,151000,909,active
P0015495,S00884,CAT022,Sari Roti Beverages Item 15495,Sari Roti,2024-07-03,9000,8000,4000,179,active
P0015496,S00557,CAT012,Emina Fragrance Item 15496,Emina,2025-06-26,1391000,1207000,671000,197,active
P0015497,S01239,CAT009,This Is April Muslim Fashion Item 15497,This Is April,2023-10-18,333000,289000,205000,2085,active
P0015498,S01373,CAT005,Executive Women Fashion Item 15498,Executive,2022-12-09,158000,147000,101000,476,active
P0015499,S01834,CAT006,No Brand Men Fashion Item 15499,No Brand,2024-02-17,390000,319000,245000,2029,active
P0015500,S02084,CAT009,Executive Muslim Fashion Item 15500,Executive,2023-05-01,530000,465000,366000,2167,active
P0015501,S03832,CAT012,Emina Fragrance Item 15501,Emina,2022-11-03,1922000,1532000,1079000,1032,active
P0015502,S00464,CAT011,Avoskin Makeup Item 15502,Avoskin,2023-06-22,333000,299000,185000,1658,active
P0015503,S03745,CAT003,Lenovo Home Appliances Item 15503,Lenovo,2025-01-18,216000,203000,126000,1503,active
P0015504,S03217,CAT026,No Brand Outdoor Item 15504,No Brand,2025-03-31,510000,393000,223000,2133,active
P0015505,S02825,CAT006,No Brand Men Fashion Item 15505,No Brand,2023-05-01,68000,63000,33000,1564,active
P0015506,S00183,CAT014,No Brand Kitchenware Item 15506,No Brand,2023-02-10,34000,31000,24000,1572,active
P0015507,S03201,CAT009,No Brand Muslim Fashion Item 15507,No Brand,2022-10-15,889000,826000,472000,997,active
P0015508,S03159,CAT013,Azarine Hair Care Item 15508,Azarine,2024-04-18,256000,218000,172000,538,active
P0015509,S03233,CAT005,Erigo Women Fashion Item 15509,Erigo,2025-11-13,100000,80000,43000,2170,active
P0015510,S03554,CAT005,Berrybenka Women Fashion Item 15510,Berrybenka,2025-08-26,359000,318000,176000,744,active
P0015511,S02069,CAT007,Nevada Shoes Item 15511,Nevada,2024-02-18,1139000,969000,506000,250,inactive
P0015512,S01821,CAT008,Berrybenka Bags Item 15512,Berrybenka,2024-12-29,236000,183000,141000,1265,active
P0015513,S02015,CAT010,Avoskin Skincare Item 15513,Avoskin,2024-01-08,611000,465000,244000,400,active
P0015514,S01039,CAT008,Executive Bags Item 15514,Executive,2023-01-13,140000,121000,63000,122,active
P0015515,S03289,CAT007,Erigo Shoes Item 15515,Erigo,2023-11-23,525000,382000,305000,306,inactive
P0015516,S03594,CAT030,No Brand Office Supplies Item 15516,No Brand,2025-03-25,207000,171000,95000,1178,active
P0015517,S01602,CAT024,Indomie Fresh Food Item 15517,Indomie,2025-10-31,17000,16000,11000,1734,active
P0015518,S00729,CAT020,Sweety Baby Food Item 15518,Sweety,2025-10-13,80000,66000,35000,1829,active
P0015519,S01266,CAT032,Lego Gaming Accessories Item 15519,Lego,2024-12-13,729000,606000,454000,605,active
P0015520,S03283,CAT015,Dekoruma Furniture Item 15520,Dekoruma,2022-02-25,7609000,5806000,3468000,2102,active
P0015521,S01564,CAT021,ABC Snacks Item 15521,ABC,2022-12-28,40000,35000,20000,955,active
P0015522,S03233,CAT008,Erigo Bags Item 15522,Erigo,2023-10-09,709000,644000,406000,1030,inactive
P0015523,S03380,CAT016,Ace Home Decor Item 15523,Ace,2022-09-03,678000,506000,271000,1440,active
P0015524,S02588,CAT005,CottonInk Women Fashion Item 15524,CottonInk,2025-02-22,107000,106000,66000,719,active
P0015525,S03554,CAT015,Krisbow Furniture Item 15525,Krisbow,2025-02-07,2841000,2552000,2101000,2423,active
P0015526,S00032,CAT031,Bandai Toys Item 15526,Bandai,2022-06-04,153000,121000,89000,2067,active
P0015527,S02225,CAT010,Maybelline Skincare Item 15527,Maybelline,2024-04-07,321000,304000,233000,260,active
P0015528,S02911,CAT013,Wardah Hair Care Item 15528,Wardah,2024-05-30,261000,233000,186000,1263,active
P0015529,S01117,CAT008,Erigo Bags Item 15529,Erigo,2024-08-13,68000,62000,34000,792,active
P0015530,S00904,CAT019,Bebelac Diapers Item 15530,Bebelac,2025-12-26,375000,295000,163000,1480,active
P0015531,S02709,CAT005,Erigo Women Fashion Item 15531,Erigo,2025-09-17,154000,154000,101000,33,active
P0015532,S00274,CAT005,This Is April Women Fashion Item 15532,This Is April,2022-12-30,109000,97000,79000,2077,active
P0015533,S02284,CAT017,Oxone Cleaning Tools Item 15533,Oxone,2026-04-07,33000,28000,15000,2366,active
P0015534,S03161,CAT017,No Brand Cleaning Tools Item 15534,No Brand,2023-01-19,79000,77000,62000,140,active
P0015535,S03401,CAT009,LocalMode Muslim Fashion Item 15535,LocalMode,2026-03-26,1015000,911000,683000,1370,active
P0015536,S00808,CAT017,Dekoruma Cleaning Tools Item 15536,Dekoruma,2023-10-17,355000,255000,212000,1514,active
P0015537,S01784,CAT008,LocalMode Bags Item 15537,LocalMode,2024-11-24,1260000,1043000,797000,796,delisted
P0015538,S03898,CAT008,Executive Bags Item 15538,Executive,2022-01-31,926000,723000,438000,122,active
P0015539,S02766,CAT029,Faber Castell Books Item 15539,Faber Castell,2022-01-03,94000,79000,53000,1035,active
P0015540,S03204,CAT012,Maybelline Fragrance Item 15540,Maybelline,2025-03-16,100000,89000,49000,1014,active
P0015541,S03946,CAT012,Emina Fragrance Item 15541,Emina,2023-06-28,1563000,1369000,981000,983,active
P0015542,S01546,CAT012,Wardah Fragrance Item 15542,Wardah,2025-12-19,441000,350000,256000,1336,active
P0015543,S01095,CAT025,Adidas Fitness Item 15543,Adidas,2024-08-02,134000,118000,79000,395,active
P0015544,S02437,CAT020,No Brand Baby Food Item 15544,No Brand,2025-07-06,180000,133000,80000,1547,active
P0015545,S02582,CAT019,Bebelac Diapers Item 15545,Bebelac,2023-05-27,133000,129000,97000,1697,active
P0015546,S00488,CAT004,Xiaomi Computers & Laptops Item 15546,Xiaomi,2026-01-14,16794000,12026000,8085000,1012,active
P0015547,S00698,CAT029,Joyko Books Item 15547,Joyko,2022-11-15,58000,47000,31000,356,active
P0015548,S02696,CAT001,Anker Smartphones Item 15548,Anker,2023-03-08,1877000,1522000,1243000,2223,active
P0015549,S00355,CAT019,Merries Diapers Item 15549,Merries,2025-12-17,345000,319000,185000,275,active
P0015550,S00175,CAT023,Unilever Household Supplies Item 15550,Unilever,2025-09-08,15000,15000,10000,1941,active
P0015551,S02589,CAT010,Avoskin Skincare Item 15551,Avoskin,2025-06-26,176000,140000,98000,1681,active
P0015552,S01984,CAT004,Anker Computers & Laptops Item 15552,Anker,2022-02-12,11759000,8800000,4803000,710,active
P0015553,S02211,CAT010,Somethinc Skincare Item 15553,Somethinc,2025-02-04,80000,59000,33000,2419,active
P0015554,S03431,CAT007,No Brand Shoes Item 15554,No Brand,2026-01-31,524000,470000,375000,1312,active
P0015555,S02879,CAT024,Sari Roti Fresh Food Item 15555,Sari Roti,2025-01-16,56000,43000,34000,866,active
P0015556,S01314,CAT001,Vivo Smartphones Item 15556,Vivo,2025-05-12,6327000,4578000,3121000,152,active
P0015557,S03128,CAT013,Scarlett Hair Care Item 15557,Scarlett,2024-06-30,45000,33000,21000,1093,active
P0015558,S02148,CAT023,Wings Household Supplies Item 15558,Wings,2026-03-14,36000,30000,16000,329,inactive
P0015559,S01870,CAT005,Erigo Women Fashion Item 15559,Erigo,2025-05-07,52000,38000,24000,692,active
P0015560,S01236,CAT021,Wings Snacks Item 15560,Wings,2025-06-18,21000,21000,17000,2033,active
P0015561,S03200,CAT026,Decathlon Outdoor Item 15561,Decathlon,2025-02-14,109000,91000,66000,1032,inactive
P0015562,S01834,CAT022,Indomie Beverages Item 15562,Indomie,2025-01-02,26000,24000,18000,1325,active
P0015563,S03405,CAT008,Erigo Bags Item 15563,Erigo,2022-12-04,2321000,1672000,1261000,282,active
P0015564,S01770,CAT024,Indomie Fresh Food Item 15564,Indomie,2024-06-20,23000,17000,9000,154,active
P0015565,S03095,CAT024,Sosro Fresh Food Item 15565,Sosro,2025-06-10,282000,243000,165000,1281,active
P0015566,S01553,CAT023,Unilever Household Supplies Item 15566,Unilever,2022-12-18,81000,61000,37000,1688,active
P0015567,S00544,CAT026,Nike Outdoor Item 15567,Nike,2022-02-13,3580000,2892000,1648000,1480,inactive
P0015568,S01175,CAT023,Unilever Household Supplies Item 15568,Unilever,2022-08-05,45000,36000,27000,691,active
P0015569,S02157,CAT010,Maybelline Skincare Item 15569,Maybelline,2025-04-13,38000,28000,23000,783,inactive
P0015570,S02378,CAT002,Baseus Gadget Accessories Item 15570,Baseus,2024-11-24,495000,442000,258000,1525,active
P0015571,S00431,CAT022,Sosro Beverages Item 15571,Sosro,2022-05-10,13000,13000,6000,40,active
P0015572,S01205,CAT030,Faber Castell Office Supplies Item 15572,Faber Castell,2023-06-29,241000,216000,168000,378,active
P0015573,S03720,CAT007,This Is April Shoes Item 15573,This Is April,2024-03-27,861000,712000,398000,1528,active
P0015574,S00180,CAT017,No Brand Cleaning Tools Item 15574,No Brand,2022-04-16,89000,85000,66000,1894,active
P0015575,S00705,CAT016,No Brand Home Decor Item 15575,No Brand,2025-08-16,1167000,865000,581000,1301,active
P0015576,S02853,CAT028,Bosch Car Accessories Item 15576,Bosch,2026-04-24,118000,107000,60000,300,active
P0015577,S03861,CAT011,Somethinc Makeup Item 15577,Somethinc,2022-09-20,164000,137000,113000,1094,active
P0015578,S01814,CAT009,Erigo Muslim Fashion Item 15578,Erigo,2025-12-29,868000,634000,334000,42,inactive
P0015579,S01823,CAT032,Hot Wheels Gaming Accessories Item 15579,Hot Wheels,2022-06-22,1014000,943000,573000,618,active
P0015580,S01122,CAT025,No Brand Fitness Item 15580,No Brand,2022-11-08,213000,162000,111000,373,active
P0015581,S00189,CAT006,Erigo Men Fashion Item 15581,Erigo,2022-02-05,239000,194000,144000,1911,delisted
P0015582,S03371,CAT011,Avoskin Makeup Item 15582,Avoskin,2024-09-20,58000,58000,41000,537,active
P0015583,S01551,CAT007,Executive Shoes Item 15583,Executive,2026-04-21,345000,297000,238000,1372,active
P0015584,S02606,CAT029,No Brand Books Item 15584,No Brand,2022-12-11,140000,110000,90000,1152,active
P0015585,S00526,CAT019,Merries Diapers Item 15585,Merries,2023-07-31,315000,235000,181000,2267,delisted
P0015586,S03755,CAT008,No Brand Bags Item 15586,No Brand,2023-01-11,359000,273000,161000,625,active
P0015587,S03258,CAT010,Avoskin Skincare Item 15587,Avoskin,2024-01-18,166000,156000,126000,1100,inactive
P0015588,S03115,CAT009,LocalMode Muslim Fashion Item 15588,LocalMode,2023-12-28,808000,806000,446000,1346,active
P0015589,S00574,CAT013,Skintific Hair Care Item 15589,Skintific,2023-09-25,407000,311000,198000,2211,active
P0015590,S00454,CAT012,Emina Fragrance Item 15590,Emina,2023-09-13,201000,147000,121000,692,active
P0015591,S00572,CAT017,IKEA Cleaning Tools Item 15591,IKEA,2026-04-01,409000,293000,160000,1730,active
P0015592,S02110,CAT010,Avoskin Skincare Item 15592,Avoskin,2022-04-27,74000,67000,43000,616,inactive
P0015593,S01265,CAT027,Honda Motorcycle Accessories Item 15593,Honda,2022-10-30,41000,32000,23000,1481,active
P0015594,S00942,CAT012,Azarine Fragrance Item 15594,Azarine,2022-08-20,108000,96000,57000,841,active
P0015595,S01315,CAT012,Skintific Fragrance Item 15595,Skintific,2025-12-01,192000,174000,135000,1055,active
P0015596,S02563,CAT030,Bantex Office Supplies Item 15596,Bantex,2023-12-07,71000,51000,34000,1534,active
P0015597,S03682,CAT017,Dekoruma Cleaning Tools Item 15597,Dekoruma,2022-08-04,21000,16000,10000,994,active
P0015598,S03209,CAT012,Azarine Fragrance Item 15598,Azarine,2025-06-05,68000,60000,33000,561,active
P0015599,S01982,CAT017,IKEA Cleaning Tools Item 15599,IKEA,2024-04-19,44000,40000,27000,1960,active
P0015600,S00650,CAT006,Erigo Men Fashion Item 15600,Erigo,2023-08-31,107000,82000,51000,54,active
P0015601,S03690,CAT010,Emina Skincare Item 15601,Emina,2024-08-10,615000,584000,419000,2459,active
P0015602,S02973,CAT030,Joyko Office Supplies Item 15602,Joyko,2023-05-14,22000,21000,14000,1443,active
P0015603,S00900,CAT010,Skintific Skincare Item 15603,Skintific,2026-03-11,34000,31000,25000,1968,active
P0015604,S01079,CAT011,Maybelline Makeup Item 15604,Maybelline,2025-12-05,250000,229000,191000,244,inactive
P0015605,S00922,CAT007,LocalMode Shoes Item 15605,LocalMode,2023-12-26,101000,84000,63000,772,active
P0015606,S00254,CAT030,Faber Castell Office Supplies Item 15606,Faber Castell,2022-10-11,14000,12000,8000,2138,active
P0015607,S00223,CAT009,This Is April Muslim Fashion Item 15607,This Is April,2024-06-29,799000,743000,480000,670,active
P0015608,S01265,CAT022,Ultra Beverages Item 15608,Ultra,2024-02-23,19000,19000,11000,2021,active
P0015609,S02432,CAT023,Ultra Household Supplies Item 15609,Ultra,2026-04-04,99000,90000,63000,484,active
P0015610,S03137,CAT015,Ace Furniture Item 15610,Ace,2022-03-01,9383000,8500000,4572000,1510,delisted
P0015611,S02563,CAT017,Oxone Cleaning Tools Item 15611,Oxone,2023-12-15,553000,526000,326000,1593,active
P0015612,S03624,CAT019,Cussons Diapers Item 15612,Cussons,2025-09-23,360000,292000,239000,898,active
P0015613,S02725,CAT024,Wings Fresh Food Item 15613,Wings,2023-05-27,32000,25000,18000,1773,active
P0015614,S01341,CAT006,Executive Men Fashion Item 15614,Executive,2025-08-29,688000,618000,423000,2288,active
P0015615,S03891,CAT007,Berrybenka Shoes Item 15615,Berrybenka,2024-01-09,317000,237000,172000,1647,active
P0015616,S00244,CAT007,No Brand Shoes Item 15616,No Brand,2024-04-06,1817000,1386000,929000,1517,active
P0015617,S01285,CAT010,Scarlett Skincare Item 15617,Scarlett,2022-12-23,43000,33000,20000,1186,active
P0015618,S03369,CAT023,Indomie Household Supplies Item 15618,Indomie,2026-01-04,92000,70000,43000,293,active
P0015619,S01804,CAT029,No Brand Books Item 15619,No Brand,2025-01-20,30000,26000,14000,566,active
P0015620,S02952,CAT014,Dekoruma Kitchenware Item 15620,Dekoruma,2025-06-01,59000,59000,32000,1878,delisted
P0015621,S03767,CAT006,This Is April Men Fashion Item 15621,This Is April,2022-06-13,118000,111000,91000,279,active
P0015622,S02055,CAT023,Indomie Household Supplies Item 15622,Indomie,2025-07-24,302000,285000,163000,1981,active
P0015623,S00408,CAT006,Executive Men Fashion Item 15623,Executive,2023-11-16,73000,55000,35000,2026,active
P0015624,S00322,CAT022,Ultra Beverages Item 15624,Ultra,2023-06-20,33000,25000,13000,282,inactive
P0015625,S02317,CAT004,Acer Computers & Laptops Item 15625,Acer,2025-11-18,17549000,13887000,7373000,1877,active
P0015626,S00237,CAT001,Samsung Smartphones Item 15626,Samsung,2023-08-14,14244000,14181000,10926000,512,active
P0015627,S00375,CAT024,Sari Roti Fresh Food Item 15627,Sari Roti,2026-03-07,21000,19000,12000,1482,active
P0015628,S01295,CAT006,No Brand Men Fashion Item 15628,No Brand,2023-01-29,83000,70000,55000,1225,active
P0015629,S01746,CAT014,Ace Kitchenware Item 15629,Ace,2024-02-29,298000,285000,225000,116,inactive
P0015630,S03386,CAT022,Wings Beverages Item 15630,Wings,2022-06-12,22000,21000,17000,1573,active
P0015631,S03504,CAT021,Wings Snacks Item 15631,Wings,2024-12-22,19000,18000,12000,1225,active
P0015632,S03344,CAT024,Wings Fresh Food Item 15632,Wings,2024-11-04,55000,40000,31000,1882,active
P0015633,S02516,CAT022,ABC Beverages Item 15633,ABC,2025-05-16,52000,39000,26000,1816,active
P0015634,S01079,CAT032,No Brand Gaming Accessories Item 15634,No Brand,2026-04-28,2741000,2258000,1579000,1524,active
P0015635,S01578,CAT011,Scarlett Makeup Item 15635,Scarlett,2024-09-14,59000,47000,26000,1640,active
P0015636,S03294,CAT019,Bebelac Diapers Item 15636,Bebelac,2025-07-24,269000,211000,149000,1332,active
P0015637,S00816,CAT009,Berrybenka Muslim Fashion Item 15637,Berrybenka,2023-11-18,134000,100000,55000,227,inactive
P0015638,S03037,CAT023,ABC Household Supplies Item 15638,ABC,2026-01-26,225000,179000,129000,2239,active
P0015639,S02179,CAT015,No Brand Furniture Item 15639,No Brand,2024-11-10,5859000,4798000,3532000,730,active
P0015640,S03369,CAT017,Krisbow Cleaning Tools Item 15640,Krisbow,2024-06-06,34000,32000,26000,71,inactive
P0015641,S03614,CAT013,Somethinc Hair Care Item 15641,Somethinc,2023-09-11,49000,38000,29000,2426,active
P0015642,S03912,CAT019,No Brand Diapers Item 15642,No Brand,2023-09-16,116000,106000,55000,1691,active
P0015643,S03531,CAT016,Tupperware Home Decor Item 15643,Tupperware,2023-07-15,205000,187000,121000,1614,active
P0015644,S02795,CAT002,Logitech Gadget Accessories Item 15644,Logitech,2024-02-18,25000,25000,17000,315,active
P0015645,S01539,CAT015,Oxone Furniture Item 15645,Oxone,2024-06-21,801000,594000,379000,928,delisted
P0015646,S02463,CAT006,This Is April Men Fashion Item 15646,This Is April,2022-11-21,702000,604000,408000,1046,inactive
P0015647,S01424,CAT007,CottonInk Shoes Item 15647,CottonInk,2025-07-14,188000,159000,129000,1708,active
P0015648,S00408,CAT032,Nintendo Gaming Accessories Item 15648,Nintendo,2022-11-05,3474000,2541000,1353000,2433,active
P0015649,S01338,CAT017,IKEA Cleaning Tools Item 15649,IKEA,2024-05-09,60000,57000,35000,1337,active
P0015650,S02347,CAT020,Bebelac Baby Food Item 15650,Bebelac,2022-10-08,202000,195000,106000,1544,active
P0015651,S03097,CAT002,Lenovo Gadget Accessories Item 15651,Lenovo,2024-06-24,30000,30000,23000,159,active
P0015652,S02411,CAT009,No Brand Muslim Fashion Item 15652,No Brand,2023-10-23,83000,77000,43000,1397,active
P0015653,S01446,CAT028,No Brand Car Accessories Item 15653,No Brand,2022-12-28,173000,152000,105000,1341,active
P0015654,S01868,CAT004,Logitech Computers & Laptops Item 15654,Logitech,2022-03-29,5427000,4290000,3377000,1109,active
P0015655,S03056,CAT006,No Brand Men Fashion Item 15655,No Brand,2022-09-17,213000,189000,113000,2406,active
P0015656,S01777,CAT025,No Brand Fitness Item 15656,No Brand,2022-09-11,852000,636000,460000,2295,active
P0015657,S03032,CAT007,No Brand Shoes Item 15657,No Brand,2025-09-04,886000,860000,588000,94,active
P0015658,S02147,CAT023,Ultra Household Supplies Item 15658,Ultra,2023-12-27,71000,60000,46000,762,active
P0015659,S03637,CAT022,Ultra Beverages Item 15659,Ultra,2022-05-21,101000,99000,70000,2027,inactive
P0015660,S02263,CAT011,Emina Makeup Item 15660,Emina,2025-08-20,166000,133000,73000,2494,active
P0015661,S00626,CAT023,Unilever Household Supplies Item 15661,Unilever,2023-07-30,21000,16000,10000,832,active
P0015662,S00500,CAT013,Maybelline Hair Care Item 15662,Maybelline,2025-10-23,428000,329000,230000,732,active
P0015663,S00915,CAT007,Executive Shoes Item 15663,Executive,2023-01-06,501000,495000,293000,138,active
P0015664,S01409,CAT028,Bosch Car Accessories Item 15664,Bosch,2024-09-19,990000,814000,498000,2474,active
P0015665,S02163,CAT019,Sweety Diapers Item 15665,Sweety,2025-10-15,453000,363000,290000,1547,active
P0015666,S03934,CAT005,Erigo Women Fashion Item 15666,Erigo,2024-11-21,80000,71000,57000,2159,active
P0015667,S01803,CAT005,LocalMode Women Fashion Item 15667,LocalMode,2022-04-01,46000,41000,32000,641,active
P0015668,S01295,CAT028,Aspira Car Accessories Item 15668,Aspira,2024-06-09,3067000,2393000,1562000,1979,active
P0015669,S01881,CAT010,Emina Skincare Item 15669,Emina,2026-03-22,1002000,846000,650000,194,inactive
P0015670,S02372,CAT005,No Brand Women Fashion Item 15670,No Brand,2022-09-27,323000,277000,149000,1671,active
P0015671,S02306,CAT025,Specs Fitness Item 15671,Specs,2025-09-12,577000,513000,339000,1917,active
