seller_id,shop_name,join_date,seller_tier,city,province,is_official_store,commission_rate
S01925,Cantik Beauty 1925,2022-08-08,Silver,Jakarta Utara,DKI Jakarta,False,0.0556
S01926,Indo Tech 1926,2023-02-10,New Seller,Tangerang,Banten,False,0.0423
S01927,Mandiri Shop 1927,2026-01-08,Mall,Solo,Jawa Tengah,True,0.0786
S01928,Jaya Gallery 1928,2021-03-19,Silver,Jakarta Utara,DKI Jakarta,False,0.0612
S01929,Makmur Depot 1929,2021-05-04,Bronze,Bekasi,Jawa Barat,False,0.0471
S01930,Nusantara Gallery 1930,2022-10-30,New Seller,Jakarta Barat,DKI Jakarta,False,0.0434
S01931,Murah Center 1931,2022-06-02,Gold,Jakarta Utara,DKI Jakarta,False,0.0647
S01932,Sinar Beauty 1932,2023-01-12,New Seller,Tangerang Selatan,Banten,False,0.0351
S01933,Global Store 1933,2021-06-19,Mall,Bandung,Jawa Barat,True,0.0777
S01934,Digital Tech 1934,2023-02-27,Bronze,Jakarta Timur,DKI Jakarta,False,0.0378
S01935,Sentosa Depot 1935,2023-08-25,Bronze,Jakarta Barat,DKI Jakarta,False,0.0511
S01936,Mega Collection 1936,2022-10-03,Bronze,Jakarta Pusat,DKI Jakarta,False,0.0481
S01937,Berkah Center 1937,2022-04-28,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0295
S01938,Prima Shop 1938,2022-01-24,New Seller,Surabaya,Jawa Timur,False,0.0274
S01939,Cahaya Fashion 1939,2023-10-17,Bronze,Makassar,Sulawesi Selatan,False,0.0357
S01940,Cantik Supply 1940,2026-01-10,Silver,Tangerang,Banten,False,0.06
S01941,Amanah Warehouse 1941,2024-03-07,Bronze,Jakarta Utara,DKI Jakarta,False,0.0534
S01942,Indo Center 1942,2023-10-25,Bronze,Pekanbaru,Riau,False,0.0384
S01943,Murah Fashion 1943,2026-04-06,Silver,Jakarta Timur,DKI Jakarta,False,0.0459
S01944,Digital Warehouse 1944,2021-07-07,Silver,Serang,Banten,False,0.0524
S01945,Indo Supply 1945,2023-08-26,New Seller,Surabaya,Jawa Timur,False,0.0332
S01946,Makmur Collection 1946,2025-05-01,Gold,Jakarta Selatan,DKI Jakarta,False,0.065
S01947,Cantik Tech 1947,2024-04-25,New Seller,Tangerang,Banten,False,0.0391
S01948,Prima Tech 1948,2021-10-27,Bronze,Bandung,Jawa Barat,False,0.039
S01949,Cahaya Fashion 1949,2024-12-08,Gold,Solo,Jawa Tengah,False,0.0659
S01950,Sentosa Warehouse 1950,2021-04-19,Silver,Tangerang Selatan,Banten,False,0.0456
S01951,Prima Beauty 1951,2025-02-04,Bronze,Bogor,Jawa Barat,False,0.0407
S01952,Global Fashion 1952,2025-04-21,New Seller,Malang,Jawa Timur,False,0.0329
S01953,Cantik Gallery 1953,2022-10-02,Bronze,Tangerang Selatan,Banten,False,0.0367
S01954,Sinar Supply 1954,2025-12-01,Silver,Jakarta Timur,DKI Jakarta,False,0.0643
S01955,Nusantara Tech 1955,2024-12-15,Silver,Denpasar,Bali,False,0.0649
S01956,Jaya Depot 1956,2022-02-28,Silver,Denpasar,Bali,False,0.0535
S01957,Cahaya Store 1957,2024-10-14,Bronze,Tangerang Selatan,Banten,True,0.0535
S01958,Jaya Center 1958,2021-06-10,Bronze,Cirebon,Jawa Barat,False,0.0528
S01959,Makmur Fashion 1959,2022-01-19,Gold,Bekasi,Jawa Barat,False,0.0741
S01960,Nusantara Warehouse 1960,2024-07-27,Bronze,Bandung,Jawa Barat,False,0.0427
S01961,Digital Supply 1961,2022-03-30,Silver,Jakarta Utara,DKI Jakarta,False,0.0558
S01962,Mandiri Mart 1962,2024-04-24,Gold,Jakarta Selatan,DKI Jakarta,False,0.0722
S01963,Sinar Mart 1963,2021-06-03,Bronze,Pekanbaru,Riau,True,0.0521
S01964,Sinar House 1964,2021-09-04,Gold,Bekasi,Jawa Barat,False,0.07
S01965,Jaya Tech 1965,2021-08-12,Bronze,Jakarta Timur,DKI Jakarta,True,0.038
S01966,Digital Center 1966,2023-01-02,Mall,Tangerang,Banten,True,0.0905
S01967,Jaya Shop 1967,2024-05-20,Silver,Denpasar,Bali,False,0.064
S01968,Global Depot 1968,2021-10-23,Silver,Surabaya,Jawa Timur,False,0.0625
S01969,Digital Shop 1969,2022-07-06,Gold,Jakarta Selatan,DKI Jakarta,False,0.0591
S01970,Sentosa Fashion 1970,2025-05-07,New Seller,Pekanbaru,Riau,False,0.0416
S01971,Jaya Collection 1971,2023-11-04,Silver,Jakarta Selatan,DKI Jakarta,False,0.0547
S01972,Official Mart 1972,2022-07-01,New Seller,Jakarta Barat,DKI Jakarta,False,0.0271
S01973,Mega Gallery 1973,2022-10-16,New Seller,Tangerang Selatan,Banten,False,0.0348
S01974,Jaya Store 1974,2022-06-18,Silver,Jakarta Selatan,DKI Jakarta,False,0.0615
S01975,Prima Supply 1975,2024-06-05,New Seller,Tangerang Selatan,Banten,False,0.027
S01976,Prima Collection 1976,2021-03-22,Bronze,Bogor,Jawa Barat,True,0.0539
S01977,Sentosa Mart 1977,2023-05-06,Gold,Jakarta Selatan,DKI Jakarta,False,0.0655
S01978,Makmur Collection 1978,2024-08-05,Gold,Malang,Jawa Timur,False,0.0682
S01979,Murah Mart 1979,2024-11-13,Silver,Tangerang,Banten,False,0.0451
S01980,Nusantara Store 1980,2021-08-21,Bronze,Jakarta Barat,DKI Jakarta,False,0.0465
S01981,Makmur Depot 1981,2026-03-25,Mall,Pekanbaru,Riau,True,0.0736
S01982,Digital Shop 1982,2022-09-06,Silver,Solo,Jawa Tengah,False,0.0496
S01983,Digital Warehouse 1983,2021-01-01,Mall,Bandung,Jawa Barat,True,0.0804
S01984,Cahaya Depot 1984,2025-02-06,Silver,Tangerang Selatan,Banten,False,0.0533
S01985,Nusantara Mart 1985,2023-04-13,Silver,Bandung,Jawa Barat,False,0.0454
S01986,Amanah House 1986,2025-12-08,Silver,Malang,Jawa Timur,False,0.0589
S01987,Prima Tech 1987,2025-07-12,Bronze,Bogor,Jawa Barat,False,0.0503
S01988,Sentosa Shop 1988,2022-02-27,New Seller,Jakarta Pusat,DKI Jakarta,False,0.032
S01989,Makmur House 1989,2024-02-12,New Seller,Jakarta Utara,DKI Jakarta,False,0.0278
S01990,Global Center 1990,2026-02-08,Gold,Jakarta Utara,DKI Jakarta,False,0.0626
S01991,Amanah Supply 1991,2024-12-14,Bronze,Jakarta Timur,DKI Jakarta,False,0.0531
S01992,Official Warehouse 1992,2024-07-26,New Seller,Bandung,Jawa Barat,False,0.0403
S01993,Mega Beauty 1993,2023-02-22,New Seller,Yogyakarta,DI Yogyakarta,False,0.025
S01994,Nusantara Collection 1994,2021-01-02,Bronze,Depok,Jawa Barat,False,0.0477
S01995,Sinar Mart 1995,2026-03-29,Bronze,Surabaya,Jawa Timur,False,0.05
S01996,Mandiri House 1996,2022-11-21,New Seller,Jakarta Barat,DKI Jakarta,False,0.0266
S01997,Nusantara Depot 1997,2025-11-21,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0464
S01998,Digital Depot 1998,2025-03-28,Bronze,Medan,Sumatera Utara,False,0.0365
S01999,Cahaya Center 1999,2022-10-24,New Seller,Tangerang Selatan,Banten,False,0.0277
S02000,Sinar Tech 2000,2024-10-19,Silver,Jakarta Pusat,DKI Jakarta,False,0.0539
S02001,Murah Collection 2001,2025-12-22,Silver,Bogor,Jawa Barat,False,0.0523
S02002,Murah Depot 2002,2022-12-04,New Seller,Sidoarjo,Jawa Timur,False,0.0363
S02003,Cahaya Gallery 2003,2021-02-26,Bronze,Jakarta Timur,DKI Jakarta,False,0.0354
S02004,Amanah Supply 2004,2022-02-22,Bronze,Jakarta Utara,DKI Jakarta,False,0.0449
S02005,Sentosa Warehouse 2005,2022-02-13,Silver,Denpasar,Bali,False,0.0518
S02006,Prima Mart 2006,2022-08-07,Gold,Jakarta Timur,DKI Jakarta,False,0.0604
S02007,Makmur Collection 2007,2021-10-03,Bronze,Yogyakarta,DI Yogyakarta,False,0.0523
S02008,Prima Shop 2008,2024-10-19,Silver,Depok,Jawa Barat,False,0.0504
S02009,Murah Shop 2009,2023-12-07,Silver,Solo,Jawa Tengah,False,0.0625
S02010,Cahaya Center 2010,2023-08-12,New Seller,Jakarta Barat,DKI Jakarta,False,0.0445
S02011,Cahaya Store 2011,2026-01-08,Bronze,Makassar,Sulawesi Selatan,False,0.0419
S02012,Mega Warehouse 2012,2026-03-29,Gold,Tangerang,Banten,False,0.0609
S02013,Nusantara House 2013,2022-04-06,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0358
S02014,Indo Beauty 2014,2026-01-16,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0462
S02015,Jaya House 2015,2023-06-26,New Seller,Depok,Jawa Barat,False,0.0383
S02016,Sinar Depot 2016,2021-01-02,Gold,Yogyakarta,DI Yogyakarta,False,0.057
S02017,Jaya Supply 2017,2025-12-05,Bronze,Bandung,Jawa Barat,True,0.0354
S02018,Indo Beauty 2018,2024-02-18,Gold,Semarang,Jawa Tengah,False,0.0701
S02019,Cahaya Store 2019,2025-01-20,New Seller,Sidoarjo,Jawa Timur,False,0.0441
S02020,Mandiri Collection 2020,2026-02-21,Silver,Jakarta Timur,DKI Jakarta,False,0.057
S02021,Mandiri Mart 2021,2021-10-16,New Seller,Bekasi,Jawa Barat,False,0.0301
S02022,Prima Gallery 2022,2025-08-20,Bronze,Solo,Jawa Tengah,False,0.0479
S02023,Mega Mart 2023,2021-02-23,Bronze,Jakarta Utara,DKI Jakarta,False,0.0388
S02024,Nusantara Shop 2024,2025-03-18,Bronze,Surabaya,Jawa Timur,False,0.0513
S02025,Amanah Warehouse 2025,2024-12-16,Silver,Surabaya,Jawa Timur,True,0.0605
S02026,Sinar Gallery 2026,2023-02-10,Mall,Serang,Banten,True,0.095
S02027,Berkah Beauty 2027,2021-06-15,Bronze,Makassar,Sulawesi Selatan,False,0.0407
S02028,Digital Fashion 2028,2022-09-04,Silver,Semarang,Jawa Tengah,False,0.0487
S02029,Amanah Tech 2029,2023-01-24,Silver,Malang,Jawa Timur,False,0.0476
S02030,Murah Warehouse 2030,2025-11-27,Silver,Bekasi,Jawa Barat,False,0.0637
S02031,Cantik Depot 2031,2026-01-09,Silver,Jakarta Selatan,DKI Jakarta,False,0.0565
S02032,Murah House 2032,2021-07-23,Silver,Jakarta Selatan,DKI Jakarta,False,0.0619
S02033,Indo Warehouse 2033,2025-05-20,New Seller,Jakarta Utara,DKI Jakarta,False,0.0385
S02034,Prima Fashion 2034,2023-04-22,New Seller,Cirebon,Jawa Barat,False,0.0263
S02035,Cantik Tech 2035,2022-05-18,New Seller,Jakarta Timur,DKI Jakarta,False,0.0291
S02036,Sentosa Collection 2036,2023-01-13,Bronze,Depok,Jawa Barat,False,0.0449
S02037,Sentosa Fashion 2037,2022-03-01,Bronze,Bandung,Jawa Barat,False,0.0489
S02038,Amanah Store 2038,2022-10-02,Silver,Jakarta Timur,DKI Jakarta,False,0.0607
S02039,Global Warehouse 2039,2026-02-05,Silver,Jakarta Selatan,DKI Jakarta,False,0.0469
S02040,Sinar Warehouse 2040,2023-02-28,New Seller,Tangerang,Banten,False,0.0321
S02041,Cantik Depot 2041,2023-09-15,Gold,Tangerang,Banten,True,0.06
S02042,Sentosa Beauty 2042,2022-05-17,Gold,Balikpapan,Kalimantan Timur,False,0.0636
S02043,Murah House 2043,2024-06-16,New Seller,Jakarta Utara,DKI Jakarta,False,0.0375
S02044,Cantik Fashion 2044,2024-08-07,Gold,Jakarta Selatan,DKI Jakarta,False,0.0617
S02045,Amanah Warehouse 2045,2023-03-28,Bronze,Balikpapan,Kalimantan Timur,False,0.0395
S02046,Indo Tech 2046,2023-08-28,Mall,Denpasar,Bali,True,0.0946
S02047,Digital Store 2047,2024-03-23,Mall,Bandung,Jawa Barat,True,0.0858
S02048,Mega Beauty 2048,2024-04-26,Gold,Denpasar,Bali,False,0.056
S02049,Makmur Mart 2049,2023-03-23,Bronze,Bandung,Jawa Barat,False,0.0454
S02050,Global Fashion 2050,2025-04-26,Bronze,Bekasi,Jawa Barat,False,0.0473
S02051,Prima Supply 2051,2023-08-16,Mall,Malang,Jawa Timur,True,0.0754
S02052,Indo Fashion 2052,2021-01-28,New Seller,Semarang,Jawa Tengah,False,0.0411
S02053,Cahaya Supply 2053,2023-11-26,Silver,Palembang,Sumatera Selatan,False,0.0552
S02054,Indo Mart 2054,2022-04-25,Bronze,Bandung,Jawa Barat,False,0.0425
S02055,Mega Warehouse 2055,2024-10-09,Silver,Cirebon,Jawa Barat,False,0.0565
S02056,Cantik Fashion 2056,2023-09-21,Mall,Jakarta Timur,DKI Jakarta,True,0.0835
S02057,Berkah Warehouse 2057,2021-01-10,Bronze,Jakarta Timur,DKI Jakarta,False,0.053
S02058,Digital Fashion 2058,2023-02-10,Gold,Tangerang,Banten,False,0.0724
S02059,Amanah Store 2059,2023-03-28,New Seller,Solo,Jawa Tengah,False,0.0444
S02060,Nusantara Shop 2060,2022-02-28,Bronze,Tangerang,Banten,False,0.0477
S02061,Makmur Fashion 2061,2024-08-13,Bronze,Bandung,Jawa Barat,False,0.0372
S02062,Digital Store 2062,2022-11-18,Mall,Bandung,Jawa Barat,True,0.0759
S02063,Berkah Store 2063,2025-04-18,Silver,Tangerang,Banten,False,0.0563
S02064,Sinar House 2064,2023-04-06,Silver,Bekasi,Jawa Barat,True,0.0509
S02065,Global Gallery 2065,2024-01-16,Silver,Semarang,Jawa Tengah,False,0.0567
S02066,Murah Center 2066,2025-07-10,Gold,Jakarta Timur,DKI Jakarta,False,0.0651
S02067,Digital Shop 2067,2021-02-12,Silver,Tangerang Selatan,Banten,False,0.0511
S02068,Global House 2068,2026-04-03,Bronze,Jakarta Timur,DKI Jakarta,False,0.0414
S02069,Cantik Fashion 2069,2023-01-12,Mall,Tangerang,Banten,True,0.0914
S02070,Jaya Shop 2070,2021-02-01,Silver,Surabaya,Jawa Timur,False,0.0561
S02071,Nusantara Store 2071,2025-07-12,Bronze,Jakarta Barat,DKI Jakarta,True,0.0538
S02072,Cahaya Store 2072,2021-03-25,New Seller,Yogyakarta,DI Yogyakarta,False,0.0258
S02073,Berkah Depot 2073,2021-06-05,Bronze,Depok,Jawa Barat,False,0.0488
S02074,Cahaya Mart 2074,2024-12-18,Gold,Tangerang,Banten,False,0.0594
S02075,Prima Store 2075,2026-03-11,Gold,Bekasi,Jawa Barat,False,0.0662
S02076,Makmur Center 2076,2026-01-10,New Seller,Bekasi,Jawa Barat,True,0.0384
S02077,Digital Fashion 2077,2025-09-10,Bronze,Bandung,Jawa Barat,False,0.036
S02078,Digital Beauty 2078,2024-05-04,Bronze,Tangerang,Banten,False,0.0475
S02079,Berkah Supply 2079,2024-02-07,Silver,Pekanbaru,Riau,False,0.064
S02080,Cantik Center 2080,2024-01-08,Silver,Banjarmasin,Kalimantan Selatan,False,0.0526
S02081,Sinar Fashion 2081,2024-04-17,Gold,Cirebon,Jawa Barat,False,0.0696
S02082,Indo Gallery 2082,2024-07-11,Bronze,Tangerang,Banten,False,0.0357
S02083,Cantik Fashion 2083,2024-03-31,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0377
S02084,Indo Fashion 2084,2025-02-07,Gold,Malang,Jawa Timur,False,0.0616
S02085,Berkah Collection 2085,2022-03-25,New Seller,Bandung,Jawa Barat,False,0.04
S02086,Indo Collection 2086,2025-07-05,Gold,Balikpapan,Kalimantan Timur,False,0.0729
S02087,Digital Depot 2087,2021-06-02,Gold,Tangerang,Banten,False,0.0689
S02088,Berkah Store 2088,2021-01-01,Bronze,Balikpapan,Kalimantan Timur,False,0.0382
S02089,Official Depot 2089,2025-07-15,New Seller,Jakarta Utara,DKI Jakarta,True,0.0257
S02090,Amanah Store 2090,2023-04-07,New Seller,Balikpapan,Kalimantan Timur,False,0.0366
S02091,Global Shop 2091,2022-08-09,Gold,Bekasi,Jawa Barat,False,0.0737
S02092,Sentosa Depot 2092,2021-03-16,Gold,Serang,Banten,False,0.0675
S02093,Digital Supply 2093,2025-02-28,Silver,Yogyakarta,DI Yogyakarta,False,0.0483
S02094,Digital Beauty 2094,2024-09-02,Bronze,Cirebon,Jawa Barat,False,0.0411
S02095,Mega Beauty 2095,2025-01-11,Silver,Serang,Banten,False,0.0643
S02096,Murah Store 2096,2026-03-09,Silver,Jakarta Selatan,DKI Jakarta,False,0.046
S02097,Nusantara Store 2097,2025-11-30,Bronze,Jakarta Utara,DKI Jakarta,False,0.0522
S02098,Sentosa Store 2098,2024-02-06,Silver,Jakarta Timur,DKI Jakarta,False,0.0587
S02099,Sinar Fashion 2099,2024-11-30,Mall,Tangerang Selatan,Banten,True,0.0766
S02100,Prima Gallery 2100,2024-11-07,Silver,Denpasar,Bali,False,0.0489
S02101,Cantik Mart 2101,2025-08-11,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0409
S02102,Makmur House 2102,2024-01-10,Silver,Jakarta Pusat,DKI Jakarta,False,0.0498
S02103,Amanah Fashion 2103,2022-11-11,Silver,Surabaya,Jawa Timur,False,0.0534
S02104,Jaya Tech 2104,2025-04-18,Silver,Surabaya,Jawa Timur,False,0.0546
S02105,Nusantara Shop 2105,2024-07-02,New Seller,Semarang,Jawa Tengah,False,0.0413
S02106,Prima Fashion 2106,2026-01-22,Gold,Jakarta Timur,DKI Jakarta,False,0.0637
S02107,Global Tech 2107,2021-04-16,Gold,Jakarta Utara,DKI Jakarta,False,0.0592
S02108,Amanah Mart 2108,2025-10-30,Gold,Cirebon,Jawa Barat,True,0.0565
S02109,Indo Center 2109,2023-10-02,Bronze,Bogor,Jawa Barat,False,0.0397
S02110,Murah Supply 2110,2022-09-21,New Seller,Palembang,Sumatera Selatan,False,0.034
S02111,Prima Fashion 2111,2023-09-06,Silver,Cirebon,Jawa Barat,False,0.0566
S02112,Amanah Gallery 2112,2023-08-09,Silver,Balikpapan,Kalimantan Timur,False,0.0541
S02113,Indo Beauty 2113,2024-03-07,Bronze,Jakarta Utara,DKI Jakarta,False,0.042
S02114,Cahaya House 2114,2023-07-27,Bronze,Tangerang Selatan,Banten,False,0.0493
S02115,Murah House 2115,2021-11-13,Bronze,Bekasi,Jawa Barat,False,0.0382
S02116,Amanah Supply 2116,2022-03-11,Silver,Bandung,Jawa Barat,False,0.0467
S02117,Mega Supply 2117,2025-05-12,Bronze,Solo,Jawa Tengah,False,0.0355
S02118,Cantik Collection 2118,2022-09-23,Mall,Tangerang Selatan,Banten,True,0.0863
S02119,Jaya Warehouse 2119,2025-04-17,New Seller,Jakarta Timur,DKI Jakarta,False,0.0314
S02120,Cantik Warehouse 2120,2025-12-05,New Seller,Jakarta Barat,DKI Jakarta,False,0.0379
S02121,Prima Warehouse 2121,2022-12-02,Bronze,Cirebon,Jawa Barat,False,0.0394
S02122,Amanah House 2122,2024-12-05,Silver,Tangerang,Banten,False,0.0559
S02123,Makmur Fashion 2123,2025-04-08,New Seller,Bandung,Jawa Barat,False,0.036
S02124,Digital Depot 2124,2021-10-17,Bronze,Jakarta Barat,DKI Jakarta,False,0.0451
S02125,Makmur Fashion 2125,2022-07-04,Bronze,Tangerang Selatan,Banten,False,0.0507
S02126,Digital Center 2126,2021-10-13,Bronze,Bogor,Jawa Barat,False,0.0374
S02127,Jaya Tech 2127,2022-02-22,Silver,Surabaya,Jawa Timur,False,0.0551
S02128,Jaya Depot 2128,2024-03-22,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0368
S02129,Jaya Tech 2129,2025-01-18,New Seller,Depok,Jawa Barat,False,0.0359
S02130,Berkah Gallery 2130,2025-11-25,Silver,Cirebon,Jawa Barat,False,0.0514
S02131,Amanah Tech 2131,2021-07-18,Mall,Semarang,Jawa Tengah,True,0.0834
S02132,Nusantara Warehouse 2132,2022-08-21,Bronze,Malang,Jawa Timur,False,0.0521
S02133,Indo Warehouse 2133,2021-11-15,New Seller,Jakarta Timur,DKI Jakarta,False,0.0261
S02134,Digital House 2134,2022-02-04,Silver,Medan,Sumatera Utara,False,0.057
S02135,Prima Warehouse 2135,2021-07-16,Gold,Jakarta Pusat,DKI Jakarta,False,0.0727
S02136,Sentosa Beauty 2136,2022-04-15,Silver,Jakarta Selatan,DKI Jakarta,False,0.0506
S02137,Makmur Depot 2137,2024-12-06,Silver,Jakarta Timur,DKI Jakarta,False,0.0473
S02138,Amanah Mart 2138,2021-04-10,Silver,Pekanbaru,Riau,False,0.0536
S02139,Murah Center 2139,2021-01-26,Bronze,Bogor,Jawa Barat,False,0.0451
S02140,Digital Beauty 2140,2025-03-18,New Seller,Tangerang Selatan,Banten,False,0.034
S02141,Jaya Tech 2141,2021-08-22,New Seller,Surabaya,Jawa Timur,False,0.0279
S02142,Jaya Supply 2142,2024-01-19,Silver,Tangerang,Banten,True,0.0453
S02143,Global House 2143,2025-10-23,Gold,Medan,Sumatera Utara,False,0.0734
S02144,Cantik House 2144,2023-05-15,Bronze,Bandung,Jawa Barat,False,0.042
S02145,Prima Depot 2145,2022-07-06,Gold,Jakarta Selatan,DKI Jakarta,False,0.0693
S02146,Makmur Warehouse 2146,2023-10-21,New Seller,Jakarta Barat,DKI Jakarta,False,0.0323
S02147,Sentosa Mart 2147,2024-04-08,New Seller,Pekanbaru,Riau,False,0.0381
S02148,Sentosa Fashion 2148,2023-01-03,Bronze,Bekasi,Jawa Barat,False,0.0379
S02149,Amanah Collection 2149,2022-07-21,Mall,Jakarta Selatan,DKI Jakarta,True,0.0856
S02150,Cantik Tech 2150,2024-08-06,Mall,Bekasi,Jawa Barat,True,0.0923
S02151,Amanah Supply 2151,2023-01-29,Bronze,Depok,Jawa Barat,False,0.0379
S02152,Sinar Collection 2152,2023-08-20,Gold,Bekasi,Jawa Barat,False,0.0661
S02153,Official Fashion 2153,2025-04-16,Gold,Jakarta Barat,DKI Jakarta,False,0.0645
S02154,Digital Tech 2154,2023-05-01,Bronze,Bandung,Jawa Barat,False,0.0429
S02155,Makmur Collection 2155,2022-12-17,Silver,Makassar,Sulawesi Selatan,False,0.061
S02156,Sentosa Beauty 2156,2024-01-04,New Seller,Jakarta Utara,DKI Jakarta,False,0.0311
S02157,Official Gallery 2157,2022-02-15,Mall,Surabaya,Jawa Timur,True,0.0748
S02158,Official Warehouse 2158,2023-12-22,Bronze,Bekasi,Jawa Barat,False,0.0422
S02159,Mandiri Supply 2159,2025-03-17,Bronze,Depok,Jawa Barat,False,0.0483
S02160,Cantik Depot 2160,2025-10-24,Bronze,Jakarta Pusat,DKI Jakarta,True,0.0365
S02161,Cahaya Gallery 2161,2021-01-24,Mall,Jakarta Selatan,DKI Jakarta,True,0.0802
S02162,Jaya House 2162,2023-02-01,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0513
S02163,Global Store 2163,2023-11-18,Gold,Tangerang,Banten,False,0.0695
S02164,Makmur Warehouse 2164,2021-04-27,Bronze,Surabaya,Jawa Timur,False,0.0476
S02165,Jaya Depot 2165,2025-08-18,Bronze,Bandung,Jawa Barat,True,0.0427
S02166,Nusantara Shop 2166,2021-03-16,Silver,Jakarta Timur,DKI Jakarta,False,0.0645
S02167,Mega House 2167,2023-12-27,Bronze,Yogyakarta,DI Yogyakarta,False,0.0542
S02168,Cahaya House 2168,2021-03-20,Silver,Jakarta Timur,DKI Jakarta,False,0.056
S02169,Jaya Collection 2169,2024-09-09,Bronze,Jakarta Utara,DKI Jakarta,False,0.0364
S02170,Makmur Fashion 2170,2021-01-16,Gold,Bandung,Jawa Barat,False,0.0635
S02171,Cantik Tech 2171,2024-05-17,Bronze,Denpasar,Bali,False,0.0486
S02172,Murah Center 2172,2022-01-03,Silver,Bekasi,Jawa Barat,False,0.0582
S02173,Murah Beauty 2173,2025-08-16,Gold,Bogor,Jawa Barat,False,0.0618
S02174,Indo Collection 2174,2023-02-22,Bronze,Serang,Banten,False,0.0531
S02175,Sentosa Tech 2175,2025-09-04,New Seller,Bandung,Jawa Barat,False,0.0357
S02176,Indo Store 2176,2024-11-06,New Seller,Jakarta Timur,DKI Jakarta,False,0.0253
S02177,Indo Center 2177,2024-02-08,Silver,Jakarta Utara,DKI Jakarta,False,0.0511
S02178,Amanah Fashion 2178,2025-11-22,Silver,Jakarta Selatan,DKI Jakarta,False,0.0583
S02179,Sentosa Depot 2179,2025-08-28,Gold,Bandung,Jawa Barat,False,0.0589
S02180,Sentosa Mart 2180,2024-05-26,Gold,Pekanbaru,Riau,False,0.0711
S02181,Indo Collection 2181,2023-06-26,Bronze,Tangerang Selatan,Banten,False,0.0452
S02182,Mandiri Collection 2182,2025-01-25,Gold,Bandung,Jawa Barat,False,0.0724
S02183,Makmur Fashion 2183,2025-08-17,New Seller,Semarang,Jawa Tengah,False,0.0424
S02184,Cantik Shop 2184,2024-12-19,Bronze,Palembang,Sumatera Selatan,True,0.0377
S02185,Cantik Gallery 2185,2021-04-23,Bronze,Surabaya,Jawa Timur,False,0.0502
S02186,Amanah Gallery 2186,2023-10-15,Silver,Jakarta Utara,DKI Jakarta,False,0.0465
S02187,Cantik Shop 2187,2022-08-11,Gold,Bekasi,Jawa Barat,False,0.0669
S02188,Sentosa Depot 2188,2025-06-03,Gold,Yogyakarta,DI Yogyakarta,False,0.0583
S02189,Cantik Fashion 2189,2024-09-09,Bronze,Bandung,Jawa Barat,True,0.049
S02190,Official Gallery 2190,2024-09-28,Bronze,Jakarta Barat,DKI Jakarta,False,0.0427
S02191,Sinar Beauty 2191,2024-01-28,Gold,Sidoarjo,Jawa Timur,False,0.0626
S02192,Indo Store 2192,2022-12-30,Silver,Depok,Jawa Barat,False,0.0517
S02193,Amanah Beauty 2193,2021-07-27,Gold,Jakarta Selatan,DKI Jakarta,True,0.0721
S02194,Sinar Store 2194,2023-07-29,New Seller,Serang,Banten,False,0.032
S02195,Berkah Warehouse 2195,2023-10-13,Bronze,Makassar,Sulawesi Selatan,False,0.0441
S02196,Mega Depot 2196,2023-04-23,Bronze,Jakarta Timur,DKI Jakarta,False,0.0478
S02197,Cahaya Center 2197,2023-01-15,Mall,Jakarta Selatan,DKI Jakarta,True,0.0769
S02198,Mandiri Mart 2198,2022-01-14,New Seller,Cirebon,Jawa Barat,False,0.0369
S02199,Cantik Gallery 2199,2022-03-26,Bronze,Surabaya,Jawa Timur,False,0.0453
S02200,Sinar Depot 2200,2024-11-18,Bronze,Jakarta Timur,DKI Jakarta,False,0.0487
S02201,Jaya Supply 2201,2023-09-15,Bronze,Jakarta Barat,DKI Jakarta,False,0.0429
S02202,Official Gallery 2202,2023-06-03,New Seller,Jakarta Barat,DKI Jakarta,False,0.0336
S02203,Sentosa Beauty 2203,2025-07-23,Silver,Jakarta Selatan,DKI Jakarta,False,0.0612
S02204,Cahaya Collection 2204,2025-08-22,Gold,Jakarta Timur,DKI Jakarta,False,0.0642
S02205,Makmur Warehouse 2205,2026-02-14,New Seller,Semarang,Jawa Tengah,False,0.0364
S02206,Makmur Beauty 2206,2022-05-08,New Seller,Denpasar,Bali,False,0.0382
S02207,Global Depot 2207,2024-10-23,Bronze,Jakarta Barat,DKI Jakarta,False,0.0473
S02208,Cantik Collection 2208,2022-08-08,Gold,Jakarta Pusat,DKI Jakarta,False,0.0569
S02209,Nusantara Store 2209,2022-06-22,Bronze,Tangerang Selatan,Banten,False,0.0435
S02210,Cantik Gallery 2210,2022-04-09,Bronze,Malang,Jawa Timur,False,0.0486
S02211,Jaya Depot 2211,2021-09-25,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0356
S02212,Sinar Fashion 2212,2022-05-20,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0297
S02213,Official Shop 2213,2025-04-30,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0407
