refund_id,order_item_id,refund_datetime,refund_reason,refund_amount,refund_status
RFD00007471,OI000191422,2025-04-16 21:29:25,damaged_item,47500,approved
RFD00007472,OI000191423,2025-04-10 21:29:25,fake_item,17168120,rejected
RFD00007473,OI000191504,2026-02-08 10:53:53,missing_item,484840,approved
RFD00007474,OI000191543,2026-06-03 17:15:36,wrong_item,1056330,rejected
RFD00007475,OI000191549,2024-11-12 15:48:30,damaged_item,29600,approved
RFD00007476,OI000191559,2025-11-04 10:02:45,damaged_item,231000,approved
RFD00007477,OI000191567,2025-08-08 18:20:31,fake_item,164000,rejected
RFD00007478,OI000191660,2025-05-20 18:57:56,damaged_item,548000,rejected
RFD00007479,OI000191673,2025-05-27 09:42:41,not_as_described,154840,rejected
RFD00007480,OI000191697,2025-10-17 17:35:14,damaged_item,67000,approved
RFD00007481,OI000191713,2026-02-04 18:26:27,fake_item,323010,approved
RFD00007482,OI000191714,2026-01-26 18:26:27,fake_item,159000,approved
RFD00007483,OI000191715,2026-02-01 18:26:27,not_as_described,824500,approved
RFD00007484,OI000191717,2024-10-16 16:24:18,damaged_item,351000,approved
RFD00007485,OI000191727,2026-04-12 16:33:21,late_delivery,669300,approved
RFD00007486,OI000191745,2024-05-14 23:23:24,damaged_item,140760,approved
RFD00007487,OI000191746,2024-05-10 23:23:24,missing_item,2508000,approved
RFD00007488,OI000191747,2024-05-19 23:23:24,missing_item,41710,pending
RFD00007489,OI000191748,2024-05-20 23:23:24,wrong_item,17367760,approved
RFD00007490,OI000191765,2026-04-08 16:50:45,damaged_item,221350,approved
RFD00007491,OI000191819,2025-01-13 21:06:12,missing_item,20240,approved
RFD00007492,OI000191854,2024-02-15 18:16:30,not_as_described,622740,approved
RFD00007493,OI000191875,2025-04-25 21:18:18,damaged_item,375360,approved
RFD00007494,OI000191880,2026-02-26 18:12:24,not_as_described,50000,approved
RFD00007495,OI000191881,2026-03-03 18:12:24,damaged_item,570360,approved
RFD00007496,OI000191882,2026-02-26 18:12:24,late_delivery,109600,approved
RFD00007497,OI000191883,2026-03-06 18:12:24,not_as_described,2964000,approved
RFD00007498,OI000191916,2025-07-06 20:39:47,wrong_item,22080,approved
RFD00007499,OI000191929,2024-08-03 08:06:40,damaged_item,534000,approved
RFD00007500,OI000191982,2025-12-29 16:12:58,not_as_described,182280,approved
RFD00007501,OI000192031,2025-11-16 08:54:51,damaged_item,1237720,approved
RFD00007502,OI000192043,2025-11-08 08:08:57,not_as_described,83700,approved
RFD00007503,OI000192049,2024-05-09 19:06:01,not_as_described,10472000,approved
RFD00007504,OI000192050,2024-05-15 19:06:01,late_delivery,103000,approved
RFD00007505,OI000192051,2024-05-12 19:06:01,missing_item,745200,approved
RFD00007506,OI000192053,2024-04-03 09:41:46,fake_item,360000,approved
RFD00007507,OI000192059,2024-07-05 11:12:49,fake_item,2769000,approved
RFD00007508,OI000192091,2024-09-19 17:36:07,missing_item,144900,approved
RFD00007509,OI000192127,2026-02-27 11:26:33,missing_item,124160,approved
RFD00007510,OI000192152,2025-03-05 20:26:53,wrong_item,13056000,approved
RFD00007511,OI000192159,2025-02-08 11:08:08,wrong_item,3704000,approved
RFD00007512,OI000192196,2025-04-19 18:24:30,not_as_described,232800,approved
RFD00007513,OI000192252,2026-03-17 21:14:52,late_delivery,97200,approved
RFD00007514,OI000192266,2024-04-16 20:06:25,late_delivery,12000,approved
RFD00007515,OI000192305,2026-06-08 19:55:57,not_as_described,405000,approved
RFD00007516,OI000192362,2024-10-06 18:13:02,damaged_item,202000,approved
RFD00007517,OI000192391,2025-01-14 14:37:02,fake_item,61000,approved
RFD00007518,OI000192392,2025-01-04 14:37:02,missing_item,285000,approved
RFD00007519,OI000192393,2025-01-04 14:37:02,damaged_item,1149450,approved
RFD00007520,OI000192394,2025-01-13 14:37:02,late_delivery,409000,approved
RFD00007521,OI000192410,2025-04-06 08:57:34,fake_item,1034000,approved
RFD00007522,OI000192411,2025-04-14 08:57:34,missing_item,708400,approved
RFD00007523,OI000192412,2025-04-16 08:57:34,damaged_item,229500,approved
RFD00007524,OI000192472,2026-03-03 20:11:36,wrong_item,2174880,approved
RFD00007525,OI000192473,2026-03-07 20:11:36,late_delivery,151000,approved
RFD00007526,OI000192474,2026-02-22 20:11:36,damaged_item,5528000,rejected
RFD00007527,OI000192475,2026-03-06 20:11:36,wrong_item,105400,approved
RFD00007528,OI000192493,2024-10-04 20:06:50,late_delivery,425000,approved
RFD00007529,OI000192526,2026-03-10 19:28:15,fake_item,536060,approved
RFD00007530,OI000192561,2024-01-31 07:31:41,fake_item,75660,approved
RFD00007531,OI000192637,2025-04-03 22:57:50,fake_item,1106750,approved
RFD00007532,OI000192638,2025-03-29 22:57:50,missing_item,50440,approved
RFD00007533,OI000192733,2024-06-01 19:47:20,damaged_item,5073460,approved
RFD00007534,OI000192761,2024-01-23 12:53:30,late_delivery,522000,approved
RFD00007535,OI000192762,2024-01-30 12:53:30,late_delivery,120650,approved
RFD00007536,OI000192789,2024-06-30 12:29:07,missing_item,435000,approved
RFD00007537,OI000192812,2025-11-19 19:12:14,late_delivery,62050,pending
RFD00007538,OI000192822,2024-06-11 20:57:23,late_delivery,172800,approved
RFD00007539,OI000192906,2025-11-28 05:56:47,damaged_item,894240,approved
RFD00007540,OI000192938,2025-07-20 09:15:26,late_delivery,2388140,approved
RFD00007541,OI000192939,2025-07-22 09:15:26,fake_item,1126080,approved
RFD00007542,OI000192940,2025-07-20 09:15:26,not_as_described,282000,approved
RFD00007543,OI000193054,2024-08-12 18:08:42,not_as_described,441750,approved
RFD00007544,OI000193055,2024-08-09 18:08:42,fake_item,1701280,rejected
RFD00007545,OI000193056,2024-08-09 18:08:42,late_delivery,21000,approved
RFD00007546,OI000193100,2024-09-14 18:26:29,late_delivery,634000,approved
RFD00007547,OI000193102,2024-03-26 18:10:54,wrong_item,45867420,approved
RFD00007548,OI000193139,2025-03-06 13:04:05,missing_item,118580,pending
RFD00007549,OI000193179,2024-12-13 12:55:24,damaged_item,626520,approved
RFD00007550,OI000193197,2025-05-24 14:55:19,fake_item,37830,approved
RFD00007551,OI000193198,2025-06-02 14:55:19,not_as_described,2418640,approved
RFD00007552,OI000193221,2024-04-16 11:09:39,not_as_described,187000,approved
RFD00007553,OI000193232,2026-03-21 15:40:36,not_as_described,9304200,approved
RFD00007554,OI000193249,2024-03-23 12:42:38,damaged_item,1340000,approved
RFD00007555,OI000193318,2024-02-11 17:20:28,not_as_described,61200,approved
RFD00007556,OI000193319,2024-02-08 17:20:28,missing_item,19000,approved
RFD00007557,OI000193323,2025-06-28 07:56:50,missing_item,81880,approved
RFD00007558,OI000193324,2025-06-18 07:56:50,fake_item,94090,approved
RFD00007559,OI000193369,2024-11-29 22:34:22,missing_item,32200,approved
RFD00007560,OI000193407,2025-09-06 21:35:29,late_delivery,5132000,approved
RFD00007561,OI000193433,2026-06-12 23:24:18,wrong_item,23120000,approved
RFD00007562,OI000193434,2026-06-10 23:24:18,wrong_item,52000,approved
RFD00007563,OI000193484,2024-07-12 21:20:59,fake_item,634000,approved
RFD00007564,OI000193559,2024-04-09 12:03:21,wrong_item,24800,approved
RFD00007565,OI000193580,2024-10-18 22:47:39,damaged_item,1534560,pending
RFD00007566,OI000193687,2025-04-23 21:44:12,not_as_described,219200,approved
RFD00007567,OI000193688,2025-04-15 21:44:12,not_as_described,34200,rejected
RFD00007568,OI000193689,2025-04-25 21:44:12,late_delivery,2750800,approved
RFD00007569,OI000193735,2024-11-21 21:03:44,late_delivery,674000,rejected
RFD00007570,OI000193736,2024-11-29 21:03:44,not_as_described,330000,approved
RFD00007571,OI000193742,2024-04-12 23:33:26,late_delivery,126650,approved
RFD00007572,OI000193745,2026-06-09 21:31:03,fake_item,119560,approved
RFD00007573,OI000193781,2024-10-30 22:46:42,late_delivery,118000,approved
RFD00007574,OI000193808,2025-02-07 05:27:59,fake_item,654120,approved
RFD00007575,OI000193809,2025-02-01 05:27:59,late_delivery,134320,approved
RFD00007576,OI000193810,2025-02-11 05:27:59,wrong_item,331550,approved
RFD00007577,OI000193817,2024-10-14 09:01:10,damaged_item,115000,pending
RFD00007578,OI000193822,2024-06-03 08:40:28,fake_item,483000,rejected
RFD00007579,OI000193853,2026-01-05 16:25:13,not_as_described,151800,approved
RFD00007580,OI000193859,2024-02-14 04:11:15,fake_item,112800,approved
RFD00007581,OI000193860,2024-02-06 04:11:15,wrong_item,43240,approved
RFD00007582,OI000193861,2024-02-12 04:11:15,fake_item,94050,approved
RFD00007583,OI000193862,2024-02-01 04:11:15,damaged_item,32400,approved
RFD00007584,OI000193919,2024-03-22 21:32:02,missing_item,20580,approved
RFD00007585,OI000193959,2026-05-09 21:06:35,wrong_item,464000,approved
RFD00007586,OI000193960,2026-05-01 21:06:35,damaged_item,595580,approved
RFD00007587,OI000193961,2024-07-13 17:10:26,late_delivery,754600,rejected
RFD00007588,OI000193967,2025-09-15 17:08:59,late_delivery,78200,approved
RFD00007589,OI000193968,2025-09-10 17:08:59,fake_item,4719600,approved
RFD00007590,OI000193997,2025-03-12 14:57:19,damaged_item,655500,rejected
RFD00007591,OI000194062,2024-03-25 10:12:16,wrong_item,14250,approved
RFD00007592,OI000194063,2024-03-14 10:12:16,not_as_described,414540,approved
RFD00007593,OI000194073,2024-12-17 20:53:28,fake_item,88000,approved
RFD00007594,OI000194113,2026-03-21 19:59:58,damaged_item,1584400,approved
RFD00007595,OI000194114,2026-03-21 19:59:58,not_as_described,287000,approved
RFD00007596,OI000194197,2025-07-12 11:15:57,not_as_described,263000,approved
RFD00007597,OI000194206,2024-11-21 22:12:29,missing_item,104500,pending
RFD00007598,OI000194207,2024-11-15 22:12:29,wrong_item,2016000,approved
RFD00007599,OI000194208,2024-11-12 22:12:29,late_delivery,744000,approved
RFD00007600,OI000194303,2025-04-13 10:51:10,missing_item,53600,approved
RFD00007601,OI000194304,2025-04-08 10:51:10,missing_item,31280,approved
RFD00007602,OI000194321,2024-04-04 01:52:43,missing_item,18659200,approved
RFD00007603,OI000194372,2025-05-14 10:22:02,late_delivery,558000,approved
RFD00007604,OI000194373,2025-05-03 10:22:02,late_delivery,60000,approved
RFD00007605,OI000194374,2025-12-20 18:34:39,damaged_item,145360,approved
RFD00007606,OI000194376,2026-05-03 11:27:07,late_delivery,7366300,approved
RFD00007607,OI000194377,2026-05-07 11:27:07,wrong_item,168780,approved
RFD00007608,OI000194396,2025-01-28 12:34:44,late_delivery,283360,pending
RFD00007609,OI000194403,2025-06-22 21:31:55,fake_item,9500,approved
RFD00007610,OI000194404,2025-06-17 21:31:55,missing_item,134000,approved
RFD00007611,OI000194492,2026-02-16 19:28:56,not_as_described,154840,pending
RFD00007612,OI000194527,2025-05-07 18:21:11,wrong_item,1007000,rejected
RFD00007613,OI000194576,2024-03-03 21:13:39,wrong_item,122000,approved
RFD00007614,OI000194577,2024-03-05 21:13:39,wrong_item,145000,approved
RFD00007615,OI000194578,2024-03-03 21:13:39,fake_item,684000,approved
RFD00007616,OI000194579,2024-03-04 21:13:39,damaged_item,1218320,approved
RFD00007617,OI000194594,2025-01-15 19:36:37,damaged_item,1057300,approved
RFD00007618,OI000194620,2024-01-22 09:44:13,not_as_described,172480,approved
RFD00007619,OI000194621,2024-01-19 09:44:13,damaged_item,26000,approved
RFD00007620,OI000194643,2024-08-08 18:33:59,fake_item,296820,rejected
RFD00007621,OI000194733,2024-09-13 07:03:22,late_delivery,140760,approved
RFD00007622,OI000194745,2024-05-27 07:35:55,missing_item,76000,approved
RFD00007623,OI000194746,2024-05-28 07:35:55,fake_item,629850,approved
RFD00007624,OI000194747,2024-05-23 07:35:55,missing_item,13684720,rejected
RFD00007625,OI000194773,2024-04-26 13:30:41,missing_item,110580,approved
RFD00007626,OI000194848,2024-11-13 21:03:52,late_delivery,76630,pending
RFD00007627,OI000194849,2025-03-05 17:31:55,fake_item,112000,approved
RFD00007628,OI000194850,2025-02-27 17:31:55,not_as_described,399000,approved
RFD00007629,OI000194853,2025-01-22 21:34:09,not_as_described,514000,approved
RFD00007630,OI000194958,2024-03-06 17:39:47,fake_item,154560,approved
RFD00007631,OI000194985,2025-12-08 11:16:32,damaged_item,2525100,approved
RFD00007632,OI000194986,2025-12-10 11:16:32,not_as_described,143560,rejected
RFD00007633,OI000195008,2025-05-30 03:06:59,not_as_described,2509780,approved
RFD00007634,OI000195015,2025-06-23 18:17:28,wrong_item,38220,approved
RFD00007635,OI000195035,2025-11-14 17:02:43,missing_item,91800,approved
RFD00007636,OI000195068,2025-10-15 09:53:14,damaged_item,25650,approved
RFD00007637,OI000195080,2025-04-07 19:04:13,wrong_item,437000,approved
RFD00007638,OI000195114,2024-07-25 11:33:14,fake_item,182160,approved
RFD00007639,OI000195173,2024-11-10 06:58:08,missing_item,1239000,rejected
RFD00007640,OI000195281,2026-04-22 18:28:06,damaged_item,78000,approved
RFD00007641,OI000195326,2026-05-11 15:15:16,not_as_described,20679960,rejected
RFD00007642,OI000195337,2024-09-21 09:19:02,not_as_described,189150,pending
RFD00007643,OI000195396,2025-06-17 18:13:56,wrong_item,7533500,rejected
RFD00007644,OI000195397,2025-06-28 18:13:56,wrong_item,115000,approved
RFD00007645,OI000195414,2024-07-14 08:43:44,late_delivery,2218000,approved
RFD00007646,OI000195415,2024-07-03 08:43:44,not_as_described,369550,pending
RFD00007647,OI000195416,2024-07-10 08:43:44,missing_item,366000,approved
RFD00007648,OI000195525,2024-05-20 14:00:57,not_as_described,79540,approved
RFD00007649,OI000195627,2024-06-21 19:15:54,late_delivery,316350,approved
RFD00007650,OI000195628,2024-06-14 19:15:54,missing_item,56050,approved
RFD00007651,OI000195629,2024-06-15 19:15:54,damaged_item,234000,pending
RFD00007652,OI000195636,2026-01-10 13:05:03,wrong_item,177000,approved
RFD00007653,OI000195637,2026-01-06 13:05:03,late_delivery,339080,approved
RFD00007654,OI000195734,2026-04-16 18:47:44,wrong_item,180000,approved
RFD00007655,OI000195735,2026-04-11 18:47:44,late_delivery,11472000,approved
RFD00007656,OI000195753,2025-05-09 17:35:13,damaged_item,62080,approved
RFD00007657,OI000195792,2025-10-08 18:09:14,late_delivery,689080,rejected
RFD00007658,OI000195831,2025-03-05 18:11:03,missing_item,8816950,approved
RFD00007659,OI000195852,2025-01-08 18:47:14,missing_item,1226960,approved
RFD00007660,OI000195872,2024-08-08 22:48:04,fake_item,147000,approved
RFD00007661,OI000195873,2024-08-19 22:48:04,fake_item,597000,approved
RFD00007662,OI000195876,2024-08-31 19:23:58,fake_item,755320,rejected
RFD00007663,OI000195880,2024-06-18 12:39:09,missing_item,75050,approved
RFD00007664,OI000195993,2024-09-16 09:02:58,late_delivery,564540,approved
RFD00007665,OI000196005,2025-01-15 16:32:36,wrong_item,16000,pending
RFD00007666,OI000196006,2025-01-14 16:32:36,not_as_described,39200,approved
RFD00007667,OI000196007,2025-01-17 16:32:36,missing_item,274000,rejected
RFD00007668,OI000196058,2026-06-08 21:11:27,fake_item,3820750,rejected
RFD00007669,OI000196168,2025-10-08 19:51:30,fake_item,92150,approved
RFD00007670,OI000196169,2025-10-01 19:51:30,fake_item,199500,approved
RFD00007671,OI000196170,2025-10-07 19:51:30,missing_item,39000,approved
RFD00007672,OI000196180,2026-02-05 19:39:49,fake_item,387030,approved
RFD00007673,OI000196228,2025-04-10 15:11:09,fake_item,576000,approved
RFD00007674,OI000196303,2024-04-15 18:14:37,damaged_item,91800,approved
RFD00007675,OI000196307,2026-03-06 10:01:21,wrong_item,108300,approved
RFD00007676,OI000196325,2026-04-16 22:37:13,fake_item,213400,approved
RFD00007677,OI000196335,2025-10-12 20:54:02,damaged_item,340000,approved
RFD00007678,OI000196439,2025-04-04 20:57:54,wrong_item,17100,approved
RFD00007679,OI000196458,2024-06-11 15:07:28,fake_item,21340,approved
RFD00007680,OI000196538,2024-11-18 09:56:43,not_as_described,80960,approved
RFD00007681,OI000196539,2024-11-12 09:56:43,missing_item,58800,rejected
RFD00007682,OI000196540,2024-11-22 09:56:43,damaged_item,163660,approved
RFD00007683,OI000196584,2025-12-11 10:24:36,fake_item,216000,approved
RFD00007684,OI000196587,2026-05-18 21:48:55,damaged_item,450000,approved
RFD00007685,OI000196613,2026-03-10 21:49:07,late_delivery,602000,approved
RFD00007686,OI000196614,2026-03-03 21:49:07,missing_item,10400,approved
RFD00007687,OI000196615,2026-03-09 21:49:07,missing_item,6040800,approved
RFD00007688,OI000196616,2026-03-09 21:49:07,fake_item,615440,approved
RFD00007689,OI000196617,2026-03-01 21:49:07,fake_item,34960,approved
RFD00007690,OI000196619,2026-01-04 22:19:31,damaged_item,63000,approved
RFD00007691,OI000196620,2025-12-31 22:19:31,damaged_item,615000,approved
RFD00007692,OI000196621,2026-01-09 22:19:31,damaged_item,547200,approved
RFD00007693,OI000196622,2025-12-31 22:19:31,late_delivery,181390,approved
RFD00007694,OI000196637,2025-06-16 21:19:38,late_delivery,110400,approved
RFD00007695,OI000196638,2025-04-04 19:50:39,missing_item,692800,approved
RFD00007696,OI000196642,2026-04-14 16:13:25,wrong_item,90210,approved
RFD00007697,OI000196805,2024-08-07 09:09:06,fake_item,2586000,approved
RFD00007698,OI000196806,2024-08-07 09:09:06,wrong_item,960000,rejected
RFD00007699,OI000196975,2024-04-21 14:20:48,missing_item,251860,approved
RFD00007700,OI000196983,2024-01-20 09:24:20,damaged_item,3608240,approved
RFD00007701,OI000197014,2026-05-29 15:22:37,late_delivery,65000,approved
RFD00007702,OI000197070,2024-04-17 20:57:18,fake_item,315900,approved
RFD00007703,OI000197071,2024-04-21 20:57:18,late_delivery,207580,approved
RFD00007704,OI000197092,2026-01-07 06:40:55,late_delivery,2850000,approved
RFD00007705,OI000197093,2026-01-08 06:40:55,not_as_described,115000,rejected
RFD00007706,OI000197094,2026-01-07 06:40:55,fake_item,336300,approved
RFD00007707,OI000197109,2026-01-18 21:04:12,late_delivery,55000,approved
RFD00007708,OI000197140,2024-12-24 20:04:32,wrong_item,4353440,approved
RFD00007709,OI000197141,2024-12-14 20:04:32,missing_item,324000,pending
RFD00007710,OI000197214,2024-07-26 20:47:21,wrong_item,180000,approved
RFD00007711,OI000197215,2024-08-04 20:47:21,wrong_item,4879200,approved
RFD00007712,OI000197231,2025-06-08 12:06:36,wrong_item,31360,approved
RFD00007713,OI000197247,2025-04-08 12:27:29,damaged_item,11456670,approved
RFD00007714,OI000197248,2025-04-02 12:27:29,fake_item,1390120,approved
RFD00007715,OI000197270,2026-01-12 18:26:16,fake_item,11764000,approved
RFD00007716,OI000197271,2026-01-01 18:26:16,missing_item,202350,approved
RFD00007717,OI000197336,2025-09-05 00:45:21,fake_item,2092000,approved
RFD00007718,OI000197337,2024-11-14 20:32:36,missing_item,9200,approved
RFD00007719,OI000197345,2024-01-13 21:26:21,late_delivery,63000,approved
RFD00007720,OI000197346,2025-07-07 21:44:11,fake_item,132000,approved
RFD00007721,OI000197395,2024-05-21 15:17:22,damaged_item,414190,approved
RFD00007722,OI000197491,2025-07-15 18:57:58,missing_item,8000,approved
RFD00007723,OI000197492,2024-04-27 14:59:48,fake_item,1782040,approved
RFD00007724,OI000197493,2024-04-24 14:59:48,missing_item,352800,rejected
RFD00007725,OI000197496,2024-04-23 21:30:00,late_delivery,47530,approved
RFD00007726,OI000197497,2024-04-12 21:30:00,fake_item,742840,approved
RFD00007727,OI000197523,2025-06-28 15:52:17,fake_item,658560,pending
RFD00007728,OI000197526,2024-12-01 15:49:06,fake_item,187000,approved
RFD00007729,OI000197527,2024-11-20 15:49:06,fake_item,324000,rejected
RFD00007730,OI000197563,2026-06-07 21:30:32,late_delivery,210800,approved
RFD00007731,OI000197606,2024-01-20 09:34:07,fake_item,2815000,approved
RFD00007732,OI000197620,2024-07-09 21:50:07,late_delivery,31455060,approved
RFD00007733,OI000197743,2024-12-09 20:14:05,missing_item,60300,rejected
RFD00007734,OI000197744,2024-12-09 20:14:05,missing_item,62000,approved
RFD00007735,OI000197753,2025-07-21 13:14:29,missing_item,838000,approved
RFD00007736,OI000197762,2025-09-25 01:03:31,not_as_described,2164820,approved
RFD00007737,OI000197846,2025-10-06 20:06:05,wrong_item,769000,approved
RFD00007738,OI000197850,2024-03-23 17:45:34,not_as_described,131100,pending
RFD00007739,OI000197851,2024-03-19 17:45:34,not_as_described,324000,approved
RFD00007740,OI000197880,2024-06-01 13:49:56,wrong_item,592800,approved
RFD00007741,OI000197896,2026-03-08 13:39:05,missing_item,63650,approved
RFD00007742,OI000197940,2025-01-09 09:01:25,not_as_described,579180,approved
RFD00007743,OI000197941,2025-01-09 09:01:25,late_delivery,545140,approved
RFD00007744,OI000197999,2025-02-05 14:26:49,damaged_item,25480,approved
RFD00007745,OI000198037,2024-06-15 10:35:29,late_delivery,591560,pending
RFD00007746,OI000198053,2024-09-19 22:49:20,missing_item,288090,approved
RFD00007747,OI000198054,2024-09-25 22:49:20,wrong_item,624150,approved
RFD00007748,OI000198064,2026-05-11 15:31:01,wrong_item,70840,approved
RFD00007749,OI000198070,2025-07-13 14:23:33,late_delivery,930120,pending
RFD00007750,OI000198140,2025-07-06 21:42:10,wrong_item,892400,approved
RFD00007751,OI000198208,2025-12-06 07:06:25,late_delivery,3140700,approved
RFD00007752,OI000198209,2025-12-03 07:06:25,damaged_item,192060,approved
RFD00007753,OI000198210,2025-12-07 07:06:25,missing_item,1753760,approved
RFD00007754,OI000198223,2026-04-08 20:05:05,missing_item,269660,rejected
RFD00007755,OI000198255,2025-12-12 19:58:39,not_as_described,450800,approved
RFD00007756,OI000198287,2026-03-07 11:51:49,damaged_item,363000,approved
RFD00007757,OI000198291,2025-07-06 05:18:48,damaged_item,54000,approved
RFD00007758,OI000198299,2024-03-25 18:41:36,wrong_item,118150,rejected
RFD00007759,OI000198300,2024-03-12 18:41:36,fake_item,78200,approved
RFD00007760,OI000198313,2024-04-20 12:56:14,wrong_item,35890,rejected
RFD00007761,OI000198341,2024-03-12 11:27:36,wrong_item,130000,approved
RFD00007762,OI000198360,2025-06-15 22:20:12,missing_item,345940,pending
RFD00007763,OI000198364,2025-12-16 18:55:19,missing_item,1462000,approved
RFD00007764,OI000198432,2025-12-22 21:53:35,not_as_described,74480,approved
RFD00007765,OI000198433,2025-12-22 21:53:35,missing_item,412580,approved
RFD00007766,OI000198461,2024-06-05 22:18:48,missing_item,4492320,approved
RFD00007767,OI000198491,2026-03-27 20:12:51,fake_item,392000,approved
RFD00007768,OI000198656,2025-10-03 12:53:00,wrong_item,12350,approved
RFD00007769,OI000198695,2025-05-01 22:16:08,not_as_described,32010,approved
RFD00007770,OI000198713,2025-06-14 20:43:07,missing_item,126000,approved
RFD00007771,OI000198751,2025-07-17 03:30:38,fake_item,11960,approved
RFD00007772,OI000198795,2025-06-18 18:53:04,not_as_described,294000,approved
RFD00007773,OI000198801,2026-06-15 20:38:06,fake_item,58000,approved
RFD00007774,OI000198840,2024-03-09 22:51:20,fake_item,819720,approved
RFD00007775,OI000198841,2024-03-09 22:51:20,damaged_item,15306960,approved
RFD00007776,OI000198843,2024-06-21 19:43:06,late_delivery,10450,approved
RFD00007777,OI000198899,2026-02-23 18:05:46,missing_item,13580,approved
RFD00007778,OI000198930,2026-05-11 19:04:54,fake_item,34960,approved
RFD00007779,OI000198932,2025-06-16 13:58:14,wrong_item,477700,rejected
RFD00007780,OI000198968,2024-09-06 02:02:24,late_delivery,2669440,approved
RFD00007781,OI000198997,2024-02-26 13:31:39,late_delivery,377300,approved
RFD00007782,OI000199019,2026-06-06 09:27:31,fake_item,479750,approved
RFD00007783,OI000199020,2026-06-12 09:27:31,wrong_item,90160,approved
RFD00007784,OI000199082,2024-02-19 19:18:06,not_as_described,1008000,approved
RFD00007785,OI000199083,2024-02-17 19:18:06,fake_item,702000,approved
RFD00007786,OI000199100,2025-08-16 21:32:08,missing_item,210900,approved
RFD00007787,OI000199114,2024-10-16 09:30:55,fake_item,736960,approved
RFD00007788,OI000199236,2025-11-16 21:59:09,missing_item,9148480,approved
RFD00007789,OI000199237,2024-11-02 12:43:14,fake_item,180000,approved
RFD00007790,OI000199275,2025-08-22 00:13:06,damaged_item,161000,approved
RFD00007791,OI000199283,2024-03-13 18:21:23,damaged_item,244000,approved
RFD00007792,OI000199314,2026-03-27 19:02:35,fake_item,93000,approved
RFD00007793,OI000199381,2026-04-15 18:40:15,fake_item,2673520,approved
RFD00007794,OI000199397,2025-08-05 17:04:56,late_delivery,629160,approved
RFD00007795,OI000199407,2025-03-21 13:44:45,fake_item,67500,approved
RFD00007796,OI000199520,2024-06-20 12:34:10,damaged_item,978500,approved
RFD00007797,OI000199547,2025-04-17 21:54:27,late_delivery,495670,pending
RFD00007798,OI000199578,2024-03-24 18:13:53,fake_item,114000,approved
RFD00007799,OI000199639,2025-09-12 19:08:17,missing_item,623280,pending
RFD00007800,OI000199651,2026-06-13 20:18:54,not_as_described,208800,approved
RFD00007801,OI000199652,2026-06-06 20:18:54,wrong_item,606000,pending
RFD00007802,OI000199653,2026-06-10 20:18:54,fake_item,1032080,approved
RFD00007803,OI000199691,2025-09-16 20:52:28,fake_item,36800,approved
RFD00007804,OI000199692,2025-09-25 20:52:28,late_delivery,113490,approved
RFD00007805,OI000199701,2025-09-02 17:57:14,not_as_described,386400,approved
RFD00007806,OI000199702,2025-09-01 17:57:14,fake_item,84000,approved
RFD00007807,OI000199703,2025-09-01 17:57:14,wrong_item,76630,rejected
RFD00007808,OI000199720,2024-01-21 16:37:09,not_as_described,225000,approved
RFD00007809,OI000199742,2025-09-02 09:44:06,wrong_item,42000,approved
RFD00007810,OI000199743,2025-09-01 09:44:06,late_delivery,558000,approved
RFD00007811,OI000199893,2025-04-08 09:33:46,wrong_item,14700,approved
RFD00007812,OI000199894,2025-04-06 09:33:46,fake_item,153600,approved
RFD00007813,OI000199993,2024-12-17 21:21:30,wrong_item,1245600,approved
RFD00007814,OI000200004,2025-02-07 22:30:09,wrong_item,148960,approved
RFD00007815,OI000200024,2024-03-11 21:11:52,not_as_described,190000,approved
RFD00007816,OI000200025,2024-03-13 21:11:52,wrong_item,128000,approved
RFD00007817,OI000200026,2024-03-12 21:11:52,wrong_item,140000,rejected
RFD00007818,OI000200027,2024-03-21 21:11:52,wrong_item,59000,approved
RFD00007819,OI000200032,2024-04-23 13:27:58,missing_item,271460,approved
RFD00007820,OI000200033,2025-12-13 05:59:58,wrong_item,230350,approved
RFD00007821,OI000200034,2025-12-16 05:59:58,not_as_described,76000,approved
RFD00007822,OI000200091,2024-04-18 02:59:16,late_delivery,33250,approved
RFD00007823,OI000200092,2024-04-30 02:59:16,missing_item,35000,approved
RFD00007824,OI000200093,2024-04-28 02:59:16,wrong_item,419000,rejected
RFD00007825,OI000200094,2024-04-24 02:59:16,missing_item,147000,approved
RFD00007826,OI000200095,2024-04-28 02:59:16,late_delivery,73000,approved
RFD00007827,OI000200096,2024-04-26 02:59:16,late_delivery,419000,approved
RFD00007828,OI000200128,2024-06-25 18:16:07,wrong_item,492000,approved
RFD00007829,OI000200177,2026-06-14 15:37:17,missing_item,4628400,approved
RFD00007830,OI000200198,2026-04-10 12:51:57,late_delivery,499700,approved
RFD00007831,OI000200209,2024-03-18 19:14:57,not_as_described,79200,approved
RFD00007832,OI000200210,2024-03-13 19:14:57,not_as_described,659600,pending
RFD00007833,OI000200224,2026-06-02 22:36:27,fake_item,426400,approved
RFD00007834,OI000200268,2026-03-07 14:08:23,not_as_described,57960,rejected
RFD00007835,OI000200269,2026-03-11 14:08:23,wrong_item,1660800,approved
RFD00007836,OI000200270,2026-03-17 14:08:23,fake_item,604800,approved
RFD00007837,OI000200271,2026-03-07 14:08:23,not_as_described,1766300,approved
RFD00007838,OI000200328,2024-04-10 20:19:12,damaged_item,306000,approved
